Year,Country Name,"Current account balance, US Dollar","Current account balance, Percent of GDP","Revenue, General government, Domestic currency","Revenue, General government, Percent of GDP","Expenditure, General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Percent of GDP","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Gross debt, General government, Domestic currency","Gross debt, General government, Percent of GDP","Expenditure, General government, Percent of GDP","Population, Number",Unemployment rate,"Gross domestic product (GDP), Current prices, Domestic currency","Gross domestic product (GDP), Current prices, US Dollar","Gross domestic product (GDP), Current prices, Per capita, US Dollar","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number","Gross domestic product (GDP), Deflator, Index","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Gross domestic product (GDP), Constant prices, Domestic currency","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency","Gross national savings, Percent of GDP","All items, Consumer price index (CPI), Period average","All items, Consumer price index (CPI), End-of-period (EoP)","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)","All items, Consumer price index (CPI), Percent change, period average","Domestic currency per international dollar in PPP terms, Domestic currency","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP","Gross capital formation, Percent of GDP","Imports of goods, Volume, Percent change","Imports of goods and services, Volume, Percent change","Exports of goods, Volume, Percent change","Exports of goods and services, Volume, Percent change"
2016,"moldova, republic of",-0.288,-3.573,45.947,28.571,48.434,-2.487,-1.547,-0.675,-0.42,63.091,39.232,30.118,2.824,4.225,160.815,8.072,2857.879,56937.864,4180.37,12279.499,1362.029,160.815,11.807,4.409,18.409,48335.523,22124.101,2.279,6.358,5.502,29.229,10348.673,0.025,21.982,7.6,7.6,7.7,7.7
2017,"moldova, republic of",-0.555,-5.837,53.379,30.328,54.524,-1.145,-0.65,0.815,0.463,61.357,34.86,30.978,2.78,4.125,176.007,9.515,3422.643,63313.069,4425.571,12999.759,1430.619,176.007,12.303,4.2,16.102,51480.345,23746.768,7.334,6.506,5.677,31.002,11151.883,0.025,21.939,14.5,14.5,12.5,12.5
2018,"moldova, republic of",-1.212,-10.77,57.996,30.675,59.609,-1.613,-0.853,-0.087,-0.046,60.121,31.8,31.529,2.73,3.05,189.063,11.252,4121.047,69244.477,4690.691,13778.526,1476.211,189.063,12.807,4.1,15.822,53328.614,23960.488,0.9,3.59,5.884,32.13,11767.521,0.024,26.592,8.9,8.9,6.2,6.2
2019,"moldova, republic of",-1.106,-9.421,62.949,30.52,65.972,-3.023,-1.466,-1.382,-0.67,59.385,28.792,31.985,2.682,5.125,206.256,11.737,4376.654,76911.52,4947.678,14533.405,1554.497,206.256,13.268,3.6,15.682,55912.693,25757.525,7.5,4.846,5.772,35.736,13325.644,0.026,25.104,4.8,4.8,6.7,6.7
2020,"moldova, republic of",-0.887,-7.69,62.655,31.369,73.275,-10.62,-5.317,-8.913,-4.462,73.169,36.633,36.686,2.634,3.825,199.734,11.53,4377.542,75829.897,4619.294,13568.804,1641.591,199.734,12.167,-8.3,15.017,58021.226,25857.979,0.39,3.771,5.603,35.647,13533.398,0.026,22.707,-0.503,-0.503,-21.232,-21.232
2021,"moldova, republic of",-1.699,-12.408,77.378,31.964,83.714,-6.335,-2.617,-4.394,-1.815,81.432,33.639,34.581,2.587,3.25,242.079,13.694,5293.206,93572.979,5356.784,15735.123,1746.813,242.079,13.858,13.9,13.347,60979.787,29462.582,13.94,5.099,5.947,40.708,15735.123,0.026,25.755,9.682,9.682,16.962,16.962
2022,"moldova, republic of",-2.295,-15.776,91.481,33.198,100.374,-8.893,-3.227,-6.156,-2.234,96.174,34.901,36.425,2.541,4.6,275.561,14.55,5726.139,108446.585,5182.183,15222.246,2092.681,275.561,13.168,-4.982,8.781,78400.13,38372.067,30.24,28.567,6.65,41.437,16307.5,0.024,24.557,6.254,6.254,28.403,28.403
2023,"moldova, republic of",-1.974,-11.907,102.299,34.058,117.871,-15.572,-5.184,-10.136,-3.374,106.048,35.306,39.242,2.496,4.457,300.368,16.576,6641.582,120353.266,5312.842,15606.044,2265.328,300.368,13.259,0.695,13.419,88935.144,39983.693,4.2,13.437,6.949,43.227,17320.302,0.023,25.326,-5.089,-5.089,4.731,4.731
2024,"moldova, republic of",-2.026,-11.217,106.717,32.426,123.31,-16.593,-5.042,-11.313,-3.437,121.49,36.914,37.467,2.451,3.498,329.114,18.062,7368.494,134262.619,5549.487,16301.172,2419.37,329.114,13.603,2.594,13.003,93381.901,41982.878,5.0,5.0,7.248,45.407,18524.015,0.023,24.22,4.379,4.379,2.858,2.858
2015,mexico,-31.536,-2.599,4364.623,22.699,5106.615,-741.992,-3.859,-224.291,-1.166,9801.394,50.973,26.557,122.368,4.346,19228.615,1213.294,9915.089,157136.978,186879.435,21379.085,84.085,19228.615,22868.154,2.702,21.137,87.655,89.047,2.131,2.719,8.102,2373.175,19393.676,2.11,23.736,5.173,4.949,6.152,7.029
2016,mexico,-25.282,-2.273,4949.126,23.841,5505.755,-556.628,-2.681,70.875,0.341,11418.022,55.003,26.523,123.587,3.874,20758.791,1112.233,8999.57,167968.493,188316.037,21543.433,89.195,20758.791,23273.491,1.772,22.07,90.127,92.039,3.36,2.82,8.514,2438.189,19728.461,2.082,24.343,2.522,2.534,1.954,3.067
2017,mexico,-21.403,-1.797,5405.114,23.984,5638.15,-233.035,-1.034,573.728,2.546,11836.284,52.521,25.018,124.777,3.42,22536.21,1190.721,9542.783,180611.645,190011.578,21737.403,95.053,22536.21,23709.107,1.872,22.095,95.573,98.273,6.773,6.042,8.914,2528.308,20262.587,2.044,23.892,5.538,5.649,2.842,3.198
2018,mexico,-25.932,-2.064,5519.812,22.831,6036.851,-517.039,-2.139,371.395,1.536,12620.65,52.202,24.97,125.996,3.321,24176.67,1256.3,9970.967,191884.695,191884.695,21951.689,100.0,24176.67,24176.67,1.972,21.413,100.254,103.02,4.831,4.898,9.276,2606.266,20685.338,1.981,23.477,5.836,5.604,6.972,6.527
2019,mexico,-3.871,-0.297,5777.274,22.978,6346.53,-569.257,-2.264,343.372,1.366,13038.83,51.859,25.242,127.216,3.489,25142.901,1305.2,10259.746,197639.976,189298.47,21655.823,104.407,25142.901,24081.731,-0.393,21.823,103.899,105.934,2.829,3.635,9.528,2638.742,20742.271,1.892,22.12,-0.72,-1.081,1.175,1.164
2020,mexico,26.905,2.4,5658.64,23.498,6691.984,-1033.345,-4.291,-120.358,-0.5,14089.0,58.505,27.789,128.209,4.409,24081.766,1120.832,8742.217,187831.852,172140.064,19692.895,109.116,24081.766,22069.935,-8.354,22.607,107.429,109.271,3.15,3.398,9.815,2453.576,19137.29,1.764,20.207,-10.988,-11.991,-4.878,-7.019
2021,mexico,-4.494,-0.342,6121.936,22.998,7121.93,-999.993,-3.757,-3.56,-0.013,15144.811,56.895,26.755,128.983,4.14,26619.086,1313.07,10180.182,206376.798,181456.798,20758.733,113.733,26619.086,23404.831,6.048,21.274,113.545,117.308,7.355,5.693,9.942,2677.522,20758.733,1.722,21.617,15.512,15.05,5.677,7.217
2022,mexico,-17.599,-1.203,7159.14,24.307,8417.181,-1258.041,-4.271,214.415,0.728,15954.34,54.169,28.579,129.961,3.278,29452.832,1463.324,11259.75,226628.933,186735.529,21362.622,121.364,29452.832,24268.261,3.689,21.502,122.513,126.478,7.817,7.898,9.903,2974.232,22885.648,1.727,22.705,8.271,8.305,8.096,8.682
2023,mexico,-5.477,-0.306,7738.597,24.36,9108.138,-1369.541,-4.311,477.325,1.503,16867.569,53.097,28.672,131.135,2.796,31767.174,1788.821,13641.033,242247.241,190984.686,21848.727,126.841,31767.174,25044.841,3.2,24.271,129.281,132.373,4.661,5.525,9.99,3179.864,24248.718,1.726,24.562,4.54,4.955,-7.159,-7.305
2024,mexico,-13.704,-0.741,8292.798,24.248,10310.578,-2017.78,-5.9,-261.496,-0.765,19748.97,57.746,30.148,132.274,2.956,34199.668,1848.125,13971.898,258550.89,192086.857,21974.816,134.601,34199.668,25408.177,1.451,24.001,135.327,138.329,4.5,4.676,10.354,3303.067,24971.323,1.698,24.726,1.209,1.094,1.38,-0.549
2015,malta,0.299,2.639,3.765,36.832,3.851,-0.086,-0.84,0.146,1.424,5.623,55.013,37.672,0.44,5.392,10.221,11.342,25795.214,23246.78,20576.951,47777.012,112.975,10.221,9.048,9.621,26.094,99.996,100.42,1.301,1.168,0.578,17.693,40238.545,0.016,23.455,22.969,32.043,1.784,24.04
2016,malta,-0.066,-0.551,3.953,36.388,3.834,0.119,1.097,0.34,3.13,5.77,53.107,35.291,0.45,4.7,10.864,12.022,26691.849,24120.644,20906.275,48541.661,115.375,10.864,9.417,4.078,21.388,100.893,101.49,1.066,0.897,0.584,18.589,41271.02,0.016,21.94,-4.809,6.711,-3.075,8.068
2017,malta,0.79,5.579,4.506,35.943,4.113,0.393,3.137,0.604,4.816,5.705,45.513,32.806,0.46,4.008,12.536,14.156,30754.81,27233.938,23111.165,53661.13,117.839,12.536,10.638,12.972,24.738,102.166,102.98,1.468,1.262,0.586,21.377,46440.757,0.017,19.159,-8.161,9.162,12.497,15.993
2018,malta,0.865,5.351,4.947,36.167,4.693,0.255,1.861,0.449,3.28,5.662,41.394,34.306,0.476,3.958,13.679,16.161,33973.293,28754.617,23970.309,55655.95,119.959,13.679,11.403,7.188,25.004,103.938,104.41,1.389,1.735,0.587,23.314,49009.127,0.018,19.653,1.401,16.39,4.152,13.189
2019,malta,1.445,8.844,5.173,35.448,5.065,0.108,0.741,0.292,1.999,5.72,39.196,34.706,0.494,4.083,14.594,16.34,33105.744,29569.312,24046.77,55833.484,122.966,14.594,11.869,4.085,29.813,105.518,105.84,1.37,1.519,0.564,25.897,52470.855,0.019,20.969,22.895,10.557,-1.8,7.194
2020,malta,-0.108,-0.661,4.764,33.204,6.017,-1.253,-8.734,-1.082,-7.544,6.974,48.613,41.939,0.515,4.85,14.346,16.373,31818.84,27879.914,22263.703,51693.432,125.226,14.346,11.456,-3.475,21.857,106.355,106.04,0.189,0.794,0.558,25.731,50004.825,0.018,22.518,-20.315,7.956,-2.467,5.956
2021,malta,1.079,5.471,5.386,32.306,6.552,-1.166,-6.993,-0.998,-5.986,8.263,49.564,39.3,0.516,3.767,16.672,19.732,38232.197,32303.623,25185.235,58476.852,128.264,16.672,12.998,13.46,29.442,107.115,108.79,2.593,0.715,0.552,30.18,58476.852,0.019,23.971,22.249,-3.104,1.56,-0.353
2022,malta,-0.722,-3.758,5.902,32.354,6.867,-0.965,-5.288,-0.801,-4.39,9.0,49.335,37.643,0.521,3.475,18.242,19.225,36902.114,35015.577,25984.556,60332.77,134.755,18.242,13.537,4.148,21.425,113.676,117.19,7.721,6.125,0.542,33.673,64634.131,0.02,25.183,31.554,18.46,19.33,13.694
2023,malta,0.197,0.881,6.484,31.399,7.435,-0.951,-4.604,-0.737,-3.568,9.768,47.301,36.003,0.542,3.125,20.65,22.335,41204.739,38096.784,26846.736,62334.64,141.905,20.65,14.552,7.499,20.435,120.004,121.57,3.738,5.567,0.551,37.5,69181.837,0.02,19.554,-15.774,-0.41,-8.557,4.656
2024,malta,0.293,1.2,7.007,31.298,7.9,-0.893,-3.987,-0.629,-2.809,10.67,47.659,35.285,0.553,3.009,22.389,24.397,44140.016,40507.749,27645.397,64189.028,146.526,22.389,15.28,5.0,20.709,123.208,124.762,2.626,2.67,0.555,40.316,72941.905,0.021,19.509,6.0,6.078,2.358,6.247
2015,mongolia,-0.948,-8.162,5983.398,26.134,7137.974,-1154.576,-5.043,-423.521,-1.85,11572.599,50.547,31.177,3.058,7.5,22894.781,11.62,3800.11,7487391.498,7487391.465,13833.314,100.0,22894.781,22894.781,2.41,16.351,80.025,79.7,2.049,6.783,721.874,31.716,10372.158,0.028,24.514,-11.191,-10.968,-0.734,3.195
2016,mongolia,-0.7,-6.273,5835.043,24.382,9495.333,-3660.289,-15.295,-2674.19,-11.174,18828.655,78.678,39.677,3.12,10.0,23931.343,11.154,3575.095,7670461.917,7447547.401,13759.7,102.993,23931.343,23235.864,1.49,16.357,80.642,80.7,1.255,0.771,736.482,32.494,10414.996,0.028,22.629,-5.886,11.741,32.409,33.714
2017,mongolia,-1.155,-10.064,7972.101,28.461,9012.992,-1040.891,-3.716,115.032,0.411,24340.699,86.898,32.177,3.178,8.8,28010.711,11.481,3612.716,8814223.013,7723858.027,14270.198,114.117,28010.711,24545.641,5.637,17.342,84.092,85.8,6.32,4.278,801.669,34.941,10994.843,0.028,27.406,20.44,11.923,0.886,0.793
2018,mongolia,-2.207,-16.709,10185.277,31.26,9255.276,930.001,2.854,1976.875,6.067,24938.399,76.539,28.406,3.238,7.8,32582.629,13.207,4078.182,10061090.13,8166386.535,15087.79,123.201,32582.629,26446.671,7.745,22.669,89.817,92.8,8.159,6.808,824.526,39.517,12202.275,0.03,39.378,28.768,30.706,-1.562,-1.232
2019,mongolia,-2.162,-15.216,12041.118,31.822,11661.701,379.417,1.003,1240.398,3.278,25290.589,66.837,30.819,3.297,10.0,37839.225,14.206,4309.049,11477331.93,8471159.732,15650.873,135.487,37839.225,27928.279,5.602,20.376,96.392,97.7,5.28,7.32,851.149,44.457,13484.51,0.032,35.592,5.762,6.442,6.098,6.287
2020,mongolia,-0.675,-5.067,10443.432,27.884,13904.272,-3460.84,-9.24,-2521.64,-6.733,31232.849,83.392,37.124,3.358,7.0,37453.275,13.313,3965.097,11154968.55,7938955.551,14667.6,140.509,37453.275,26655.377,-4.558,17.316,99.992,100.2,2.559,3.735,822.065,45.56,13569.451,0.033,22.384,-5.303,-13.512,-8.998,-15.051
2021,mongolia,-2.108,-13.793,14306.337,32.846,10930.748,3375.59,7.75,4213.59,9.674,29499.17,67.728,25.096,3.41,8.1,43555.485,15.286,4482.853,12773097.85,7944911.566,14678.605,160.771,43555.485,27091.664,1.637,22.926,107.35,114.1,13.872,7.359,870.185,50.053,14678.605,0.032,36.719,5.833,3.256,-22.457,-22.002
2022,mongolia,-2.303,-13.434,18521.558,34.394,18159.669,361.889,0.672,1159.667,2.153,34728.082,64.489,33.722,3.458,6.7,53851.544,17.146,4959.141,15575067.77,8229852.08,15205.046,189.251,53851.544,28455.109,5.033,28.898,123.617,129.2,13.234,15.153,956.167,56.32,16289.073,0.033,42.332,9.531,12.48,22.204,23.88
2023,mongolia,0.121,0.597,24387.053,34.62,22462.401,1924.652,2.732,3028.045,4.299,32962.853,46.795,31.888,3.505,5.4,70441.516,20.315,5796.476,20098921.98,8721637.034,16113.642,230.449,70441.516,30567.079,7.422,34.497,136.408,139.4,7.895,10.348,1123.871,62.678,17883.657,0.034,33.9,14.521,17.898,53.606,53.449
2024,mongolia,-1.644,-6.947,30755.466,37.641,30430.406,325.059,0.398,1440.31,1.763,34619.044,42.369,37.243,3.551,5.0,81707.683,23.669,6665.645,23010896.0,9080036.338,16775.802,253.423,81707.683,32241.627,5.478,28.978,145.275,149.855,7.5,6.5,1207.074,67.691,19063.366,0.035,35.924,18.988,13.305,12.169,12.164
2015,mauritius,-0.417,-3.473,87.848,20.248,102.945,-15.098,-3.48,-5.444,-1.255,273.418,63.021,23.728,1.263,7.9,420.936,12.007,9507.999,333319.08,352663.309,22335.584,94.515,433.855,445.365,3.691,19.515,95.502,94.314,1.281,1.275,16.338,25.765,20402.015,0.023,17.492,3.56,4.182,-6.851,-2.622
2016,mauritius,-0.491,-3.901,94.69,20.578,107.278,-12.588,-2.736,-2.144,-0.466,288.03,62.596,23.314,1.264,7.3,447.62,12.594,9967.673,354269.885,366099.863,23186.575,96.769,460.142,462.567,3.862,20.015,96.456,96.507,2.325,0.999,16.57,27.014,21380.588,0.023,17.273,3.13,3.137,-13.529,-6.615
2017,mauritius,-0.612,-4.464,106.831,21.981,114.68,-7.849,-1.615,3.431,0.706,298.1,61.337,23.596,1.265,7.1,472.861,13.714,10844.145,373921.398,380185.827,24078.696,98.352,486.005,480.783,3.938,22.037,100.0,100.629,4.271,3.675,16.545,28.581,22600.857,0.023,17.668,5.975,5.372,-1.512,3.607
2018,mauritius,-0.555,-3.769,110.665,21.794,121.604,-10.939,-2.154,1.681,0.331,320.655,63.148,23.948,1.266,6.9,500.047,14.736,11642.891,395095.118,395094.9,25022.947,100.0,507.784,500.047,4.007,22.381,103.231,102.4,1.76,3.231,17.128,29.195,23067.147,0.022,18.873,2.867,3.591,0.845,3.41
2019,mauritius,-0.718,-4.977,103.873,22.056,142.453,-38.58,-8.192,-25.428,-5.399,381.796,81.068,30.248,1.265,6.7,512.108,14.436,11407.849,404676.505,406570.971,25749.773,99.534,470.956,514.505,2.891,21.492,103.7,103.3,0.879,0.454,16.836,30.418,24036.802,0.022,19.436,1.19,1.311,-5.062,-4.885
2020,mauritius,-1.003,-8.791,98.711,21.631,146.401,-47.689,-10.45,-35.481,-7.775,419.358,91.896,32.081,1.266,9.2,448.874,11.408,9010.929,354552.42,347276.057,21994.388,102.095,456.341,439.662,-14.547,19.708,106.314,106.1,2.711,2.52,16.625,26.999,21325.955,0.019,18.215,-9.363,-12.068,-16.737,-39.23
2021,mauritius,-1.497,-13.032,126.244,24.142,147.52,-21.276,-4.069,-8.208,-1.57,449.294,85.92,28.211,1.264,9.1,478.807,11.484,9086.524,378836.574,359705.221,22781.577,105.319,522.92,454.627,3.404,21.559,110.607,113.278,6.766,4.039,16.629,28.793,22781.577,0.019,19.793,10.88,10.774,-1.591,-7.184
2022,mauritius,-1.437,-11.115,148.36,24.31,167.262,-18.902,-3.097,-3.482,-0.571,495.567,81.203,27.407,1.261,6.803,571.194,12.928,10250.571,452898.677,392485.117,24857.659,115.393,610.285,495.001,8.881,26.325,122.536,127.09,12.193,10.785,17.007,33.585,26629.86,0.019,20.424,6.704,9.038,9.583,41.047
2023,mauritius,-0.483,-3.32,160.904,23.166,189.721,-28.817,-4.149,-11.083,-1.596,546.266,78.649,27.315,1.261,6.27,658.968,14.557,11543.601,522546.776,419844.066,26590.412,124.462,694.558,529.453,6.96,32.209,131.169,131.989,3.854,7.045,17.707,37.216,29511.256,0.02,23.809,-1.78,-0.217,0.52,9.113
2024,mauritius,-0.877,-5.52,199.318,26.306,221.211,-21.894,-2.889,-2.23,-0.294,607.159,80.132,29.195,1.261,6.27,730.147,15.89,12601.486,579048.349,445499.104,28215.248,129.977,757.697,561.749,6.1,32.594,135.722,137.023,3.815,3.472,18.06,40.429,32062.706,0.021,23.679,2.234,2.563,8.227,11.049
2015,malaysia,9.001,2.987,260.837,22.162,290.801,-29.964,-2.546,-10.979,-0.933,670.512,56.971,24.708,31.186,3.15,1176.941,301.355,9663.122,37739.281,37739.249,27741.118,100.0,1176.941,1176.94,5.007,28.411,112.808,114.8,2.683,2.104,1.564,752.573,24131.69,0.669,25.424,1.273,1.693,6.019,4.05
2016,malaysia,7.21,2.393,253.124,20.255,285.652,-32.528,-2.603,-9.485,-0.759,697.175,55.787,22.858,31.634,3.45,1249.697,301.256,9523.316,39505.493,38861.081,28565.746,101.658,1249.697,1229.312,4.45,28.389,115.15,116.8,1.742,2.076,1.575,793.531,25085.146,0.678,25.996,0.521,1.55,3.278,3.89
2017,malaysia,8.905,2.791,269.401,19.631,302.499,-33.098,-2.412,-8.453,-0.616,746.475,54.395,22.043,32.023,3.425,1372.31,319.109,9965.123,42854.422,40620.312,29858.91,105.5,1372.31,1300.768,5.813,28.338,119.525,120.9,3.51,3.799,1.606,854.694,26690.329,0.691,25.547,12.833,8.464,10.778,7.26
2018,malaysia,8.003,2.231,291.8,20.155,330.088,-38.288,-2.645,-10.969,-0.758,805.62,55.646,22.8,32.382,3.325,1447.76,358.783,11079.617,44708.375,42114.55,30957.285,106.159,1447.76,1363.766,4.843,26.128,120.683,121.1,0.165,0.969,1.583,914.713,28247.327,0.695,23.897,3.118,2.329,5.623,2.125
2019,malaysia,12.774,3.498,326.25,21.567,356.628,-30.378,-2.008,0.425,0.028,863.509,57.083,23.575,32.523,3.275,1512.738,365.178,11228.293,46512.868,43782.923,32183.662,106.235,1512.738,1423.952,4.413,24.546,121.483,122.3,0.991,0.663,1.563,967.568,29750.268,0.694,21.048,-3.16,-1.944,-1.644,-0.812
2020,malaysia,14.058,4.166,285.663,20.139,355.194,-69.531,-4.902,-41.94,-2.957,960.22,67.693,25.04,32.447,4.525,1418.49,337.456,10400.219,43717.139,41490.708,30498.715,105.366,1418.49,1346.249,-5.457,23.824,120.1,120.6,-1.39,-1.139,1.523,931.106,28696.214,0.669,19.658,-2.837,-8.875,1.361,0.401
2021,malaysia,14.524,3.886,285.244,18.418,378.669,-93.425,-6.032,-59.827,-3.863,1071.114,69.162,24.451,32.576,4.65,1548.702,373.785,11474.241,47541.196,42696.494,31385.057,111.347,1548.702,1390.881,3.315,26.011,123.075,124.5,3.234,2.477,1.515,1022.4,31385.057,0.658,22.126,18.648,24.776,14.501,17.419
2022,malaysia,13.002,3.19,355.888,19.839,442.141,-86.253,-4.808,-48.56,-2.707,1175.009,65.5,24.647,32.652,3.825,1793.904,407.606,12483.329,54940.096,46372.075,34086.879,118.477,1793.904,1514.141,8.862,26.8,127.233,129.2,3.775,3.379,1.505,1192.355,36517.067,0.692,23.61,19.157,16.844,6.557,9.371
2023,malaysia,6.184,1.547,357.679,19.621,440.652,-82.973,-4.552,-39.843,-2.186,1271.702,69.762,24.173,33.059,3.625,1822.904,399.705,12090.597,55140.669,47429.341,34864.047,116.259,1822.904,1567.974,3.555,24.017,130.4,132.416,2.489,2.489,1.425,1279.182,38693.715,0.694,22.47,-5.469,-5.075,-7.039,-4.53
2024,malaysia,11.549,2.626,364.173,18.201,436.08,-71.907,-3.594,-24.932,-1.246,1368.271,68.384,21.795,33.46,3.525,2000.852,439.748,13142.345,59797.668,49109.941,36099.411,121.763,2000.852,1643.237,4.8,25.373,134.05,136.122,2.799,2.799,1.458,1372.61,41021.961,0.705,22.746,4.992,8.906,4.873,4.442
2015,nigeria,-15.439,-3.135,6901.266,7.251,10516.706,-3615.441,-3.799,-2541.463,-2.67,19348.057,20.328,11.05,181.137,9.0,95177.736,492.437,2718.586,525446.131,385237.103,6300.144,136.396,95177.736,69780.693,2.653,12.355,173.125,180.15,9.554,9.01,96.934,981.883,5420.667,0.873,15.49,19.334,5.408,4.103,8.652
2016,nigeria,5.077,1.255,5248.618,5.117,10012.084,-4763.466,-4.644,-3450.009,-3.363,24012.997,23.41,9.761,185.96,13.375,102575.419,404.649,2176.001,551599.372,369178.486,6037.522,149.413,102575.419,68652.431,-1.617,16.621,200.298,213.56,18.546,15.696,105.185,975.187,5244.068,0.833,15.367,-25.484,-28.998,-10.445,-7.177
2017,nigeria,13.564,3.61,7555.398,6.576,13777.068,-6221.67,-5.415,-4664.806,-4.06,27873.253,24.259,11.991,190.873,17.462,114899.251,375.745,1968.563,601967.019,362574.551,5929.522,166.026,114899.251,69205.692,0.806,19.317,233.352,246.38,15.368,16.502,114.824,1000.651,5242.497,0.809,15.475,-16.427,1.456,8.007,8.194
2018,nigeria,7.283,1.727,10978.482,8.505,16548.56,-5570.078,-4.315,-3383.965,-2.621,35743.221,27.689,12.82,195.875,22.562,129086.908,421.737,2153.094,659026.972,360108.996,5889.2,183.008,129086.908,70536.35,1.923,21.783,261.574,274.57,11.442,12.094,123.915,1041.739,5318.387,0.792,19.814,8.002,27.038,2.937,0.052
2015,nicaragua,-1.26,-9.873,82.785,23.809,88.476,-5.691,-1.637,-4.024,-1.157,100.525,28.911,25.445,6.287,5.909,347.707,12.757,2029.124,55307.517,27061.717,6731.402,204.375,347.707,170.132,4.792,23.603,190.338,193.564,3.052,3.997,9.941,34.976,5563.345,0.031,33.477,14.109,12.058,-3.289,-1.12
2016,nicaragua,-1.127,-8.483,94.746,24.916,102.062,-7.316,-1.924,-4.859,-1.278,117.59,30.923,26.84,6.353,4.481,380.261,13.286,2091.463,59860.024,28003.92,6965.769,213.756,380.261,177.895,4.563,22.717,197.045,199.622,3.13,3.524,10.3,36.919,5811.748,0.032,31.2,5.283,4.154,1.996,4.705
2017,nicaragua,-0.987,-7.16,105.858,25.552,113.127,-7.269,-1.755,-3.508,-0.847,139.699,33.721,27.307,6.419,3.67,414.279,13.786,2147.856,64544.535,28999.548,7213.424,222.571,414.279,186.134,4.631,22.755,204.632,210.957,5.678,3.851,10.536,39.321,6126.156,0.032,29.915,3.771,3.323,9.428,10.381
2018,nicaragua,-0.234,-1.797,95.881,23.33,113.743,-17.861,-4.346,-13.616,-3.313,155.736,37.893,27.676,6.485,5.5,410.988,13.025,2008.404,63371.598,27735.285,6898.948,228.487,410.988,179.873,-3.363,22.277,214.756,219.153,3.885,4.947,10.82,37.986,5857.122,0.029,24.075,-15.575,-14.874,2.908,-1.321
2019,nicaragua,0.754,5.932,111.597,26.532,116.316,-4.718,-1.122,0.664,0.158,175.66,41.763,27.654,6.553,5.341,420.614,12.713,1940.115,64187.309,26654.195,6630.034,240.815,420.614,174.663,-2.897,23.763,226.302,232.586,6.13,5.376,10.846,38.779,5917.896,0.028,17.831,-3.228,-4.045,7.199,5.483
2020,nicaragua,0.47,3.707,115.169,26.452,126.402,-11.233,-2.58,-6.055,-1.391,208.212,47.821,29.032,6.496,6.564,435.395,12.682,1952.183,67020.954,26411.159,6569.581,253.76,435.395,171.578,-1.766,23.13,234.634,239.402,2.931,3.682,10.61,41.035,6316.56,0.029,19.423,5.012,0.886,-2.125,-8.852
2021,nicaragua,-0.543,-3.838,143.653,28.874,149.934,-6.281,-1.263,-0.528,-0.106,234.556,47.145,30.136,6.539,11.1,497.524,14.145,2163.083,76081.576,28952.602,7201.746,262.78,497.524,189.331,10.347,19.527,246.197,256.663,7.21,4.928,10.564,47.095,7201.746,0.03,23.365,16.988,17.972,19.968,17.804
2022,nicaragua,-0.379,-2.418,164.702,29.296,160.272,4.43,0.788,11.351,2.019,250.951,44.637,28.508,6.607,7.518,562.208,15.671,2371.681,85086.897,29728.89,7394.842,286.209,562.208,196.433,3.751,19.51,271.973,286.42,11.593,10.47,10.741,52.345,7922.05,0.03,21.928,5.043,6.428,3.81,9.315
2023,nicaragua,1.381,7.741,187.862,28.914,171.655,16.207,2.494,25.91,3.988,270.788,41.678,26.42,6.676,7.157,649.718,17.843,2672.628,97317.226,30761.984,7651.817,316.355,649.718,205.376,4.553,30.768,294.934,302.434,5.591,8.442,11.459,56.697,8492.336,0.031,23.027,6.874,6.494,3.118,1.2
2024,nicaragua,1.312,6.761,206.16,29.022,204.02,2.14,0.301,14.366,2.022,279.027,39.28,28.721,6.746,6.763,710.361,19.412,2877.647,105303.808,31662.66,7875.853,332.58,710.361,213.591,4.0,31.012,309.681,316.951,4.8,5.0,11.766,60.374,8949.812,0.031,24.251,4.128,4.347,-7.52,-7.217
2015,"netherlands, the",37.85,4.879,303.955,43.473,316.389,-12.434,-1.778,-5.281,-0.755,446.069,63.799,45.252,16.901,7.887,699.175,775.822,45904.668,41369.525,46887.808,63922.083,88.231,699.175,792.438,2.121,27.049,99.992,100.04,0.452,0.219,0.788,887.416,52507.542,0.789,22.17,7.429,15.946,5.219,8.541
2016,"netherlands, the",58.306,7.316,317.914,44.144,316.279,1.635,0.227,8.391,1.165,438.462,60.883,43.917,16.979,7.005,720.175,796.944,46936.707,42415.331,47803.007,65169.773,88.729,720.175,811.653,2.425,27.093,100.106,100.8,0.76,0.114,0.785,917.57,54041.11,0.783,19.776,4.761,-2.377,4.443,1.895
